Format Version,1.22,Take Name,Kiryu's radar 2 across and back fast,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-19 10.38.18.323 AM,Total Frames in Take,7368,Total Exported Frames,7368,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
5135,14.263889,-0.009603,0.073011,-0.037861,0.996566,-3.713840,0.911150,-1.474216,0.000000,-3.630321,0.900540,-1.599982,0.869539,-3.593261,0.900710,-1.381484,0.861975,-3.558093,0.894431,-1.501707,0.871195,-3.901842,0.930830,-1.514395,0.938390,-3.885683,0.929238,-1.373515,0.737953,-3.630321,0.900540,-1.599982,-3.593261,0.900710,-1.381484,-3.558093,0.894431,-1.501707,-3.901842,0.930830,-1.514395,-3.885683,0.929238,-1.373515,,,
5136,14.266667,-0.007748,0.073594,-0.037284,0.996561,-3.713820,0.911110,-1.470259,0.000000,-3.630422,0.901053,-1.596151,0.860035,-3.593137,0.900420,-1.377692,0.833360,-3.558087,0.894631,-1.497974,0.896321,-3.901880,0.930780,-1.510168,0.879080,-3.885575,0.928663,-1.369312,0.769468,-3.630422,0.901053,-1.596151,-3.593137,0.900420,-1.377692,-3.558087,0.894631,-1.497974,-3.901880,0.930780,-1.510168,-3.885575,0.928663,-1.369312,,,
5137,14.269444,-0.009268,0.073294,-0.037062,0.996579,-3.713581,0.911195,-1.467076,0.000000,-3.630115,0.900815,-1.592896,0.863339,-3.592935,0.900866,-1.374419,0.836335,-3.557823,0.894738,-1.494666,0.832516,-3.901635,0.930618,-1.507135,0.926244,-3.885396,0.928938,-1.366265,0.709642,-3.630115,0.900815,-1.592896,-3.592935,0.900866,-1.374419,-3.557823,0.894738,-1.494666,-3.901635,0.930618,-1.507135,-3.885396,0.928938,-1.366265,,,
5138,14.272222,-0.008866,0.073714,-0.035824,0.996596,-3.713520,0.911737,-1.463749,0.000000,-3.630133,0.901685,-1.589649,0.870585,-3.592773,0.901604,-1.371202,0.888368,-3.557746,0.895682,-1.491484,0.853234,-3.901653,0.930749,-1.503633,0.967804,-3.885293,0.928965,-1.362778,0.772763,-3.630133,0.901685,-1.589649,-3.592773,0.901604,-1.371202,-3.557746,0.895682,-1.491484,-3.901653,0.930749,-1.503633,-3.885293,0.928965,-1.362778,,,
5139,14.275000,-0.010583,0.073834,-0.037478,0.996510,-3.713173,0.910996,-1.459585,0.000000,-3.629862,0.900229,-1.585476,0.877779,-3.592425,0.900833,-1.367043,0.867875,-3.557459,0.894364,-1.487314,0.880252,-3.901262,0.930436,-1.499475,0.938809,-3.884858,0.929117,-1.358620,0.733400,-3.629862,0.900229,-1.585476,-3.592425,0.900833,-1.367043,-3.557459,0.894364,-1.487314,-3.901262,0.930436,-1.499475,-3.884858,0.929117,-1.358620,,,
5140,14.277778,0.993826,-0.061731,-0.091423,0.011894,-3.713112,0.911580,-1.456427,0.000000,-3.593432,0.901583,-1.364330,0.878823,-3.628930,0.900689,-1.583086,0.831228,-3.556686,0.896214,-1.480662,0.880172,-3.878394,0.928393,-1.357710,0.922079,-3.908115,0.931019,-1.496348,0.730027,-3.593432,0.901583,-1.364330,-3.628930,0.900689,-1.583086,-3.556686,0.896214,-1.480662,-3.878394,0.928393,-1.357710,-3.908115,0.931019,-1.496348,,,
5141,14.280556,-0.006716,0.073461,-0.036720,0.996599,-3.713095,0.911879,-1.452675,0.000000,-3.629644,0.902172,-1.578559,0.819794,-3.592432,0.901110,-1.360089,0.870159,-3.557337,0.895612,-1.480371,0.861455,-3.901161,0.931450,-1.492606,0.913337,-3.884901,0.929050,-1.351749,0.689965,-3.629644,0.902172,-1.578559,-3.592432,0.901110,-1.360089,-3.557337,0.895612,-1.480371,-3.901161,0.931450,-1.492606,-3.884901,0.929050,-1.351749,,,
5142,14.283333,-0.008708,0.073944,-0.036840,0.996544,-3.712922,0.911144,-1.448970,0.000000,-3.629611,0.900943,-1.574908,0.876275,-3.592156,0.900746,-1.356477,0.849102,-3.557194,0.894774,-1.476776,0.887401,-3.901033,0.930550,-1.488768,0.926264,-3.884616,0.928707,-1.347921,0.729939,-3.629611,0.900943,-1.574908,-3.592156,0.900746,-1.356477,-3.557194,0.894774,-1.476776,-3.901033,0.930550,-1.488768,-3.884616,0.928707,-1.347921,,,
5143,14.286111,-0.008072,0.073720,-0.036896,0.996564,-3.712729,0.911450,-1.445705,0.000000,-3.629357,0.901389,-1.571614,0.892964,-3.592010,0.900913,-1.353166,0.877404,-3.556990,0.895083,-1.473454,0.878813,-3.900816,0.930943,-1.485573,0.946290,-3.884469,0.928922,-1.344720,0.752818,-3.629357,0.901389,-1.571614,-3.592010,0.900913,-1.353166,-3.556990,0.895083,-1.473454,-3.900816,0.930943,-1.485573,-3.884469,0.928922,-1.344720,,,
5144,14.288889,-0.010068,0.073508,-0.037397,0.996542,-3.712394,0.911654,-1.441794,0.000000,-3.628995,0.901023,-1.567638,0.841032,-3.591709,0.901409,-1.349178,0.874102,-3.556659,0.895065,-1.469432,0.889570,-3.900457,0.931117,-1.481794,0.927449,-3.884151,0.929657,-1.340929,0.765977,-3.628995,0.901023,-1.567638,-3.591709,0.901409,-1.349178,-3.556659,0.895065,-1.469432,-3.900457,0.931117,-1.481794,-3.884151,0.929657,-1.340929,,,
5145,14.291667,-0.008645,0.073693,-0.037344,0.996544,-3.712245,0.911268,-1.438330,0.000000,-3.628880,0.900987,-1.564226,0.856103,-3.591537,0.900745,-1.345776,0.886631,-3.556519,0.894741,-1.466056,0.874341,-3.900316,0.930865,-1.478225,0.962732,-3.883973,0.929000,-1.337369,0.757754,-3.628880,0.900987,-1.564225,-3.591537,0.900745,-1.345776,-3.556519,0.894741,-1.466056,-3.900316,0.930865,-1.478225,-3.883973,0.929000,-1.337369,,,
5146,14.294444,-0.008150,0.073675,-0.036965,0.996564,-3.711981,0.911709,-1.434916,0.000000,-3.628600,0.901616,-1.560817,0.909654,-3.591272,0.901172,-1.342365,0.904434,-3.556242,0.895318,-1.462649,0.898366,-3.900062,0.931219,-1.474803,0.956592,-3.883728,0.929219,-1.333949,0.740536,-3.628600,0.901616,-1.560817,-3.591272,0.901172,-1.342365,-3.556242,0.895318,-1.462649,-3.900062,0.931219,-1.474803,-3.883728,0.929219,-1.333949,,,
5147,14.297222,-0.010662,0.072932,-0.035776,0.996638,-3.712026,0.911482,-1.431547,0.000000,-3.628455,0.901005,-1.557289,0.856193,-3.591408,0.901731,-1.338790,0.861789,-3.556206,0.895386,-1.459000,0.847737,-3.900109,0.930278,-1.471769,0.906468,-3.883951,0.929011,-1.330886,0.719727,-3.628455,0.901005,-1.557289,-3.591408,0.901731,-1.338790,-3.556206,0.895386,-1.459000,-3.900109,0.930278,-1.471769,-3.883951,0.929011,-1.330886,,,
5148,14.300000,-0.009125,0.073605,-0.035035,0.996630,-3.711759,0.911485,-1.428227,0.000000,-3.628332,0.901516,-1.554106,0.871332,-3.591013,0.901585,-1.335653,0.898014,-3.555954,0.895670,-1.455926,0.886644,-3.899915,0.930176,-1.468154,0.952662,-3.883579,0.928476,-1.327296,0.742116,-3.628332,0.901516,-1.554106,-3.591013,0.901585,-1.335653,-3.555954,0.895670,-1.455926,-3.899915,0.930176,-1.468154,-3.883579,0.928476,-1.327296,,,
5149,14.302778,-0.009436,0.073661,-0.035959,0.996590,-3.711470,0.911068,-1.424141,0.000000,-3.628077,0.900854,-1.550023,0.863152,-3.590731,0.901020,-1.331574,0.854568,-3.555697,0.894952,-1.451847,0.872069,-3.899597,0.930069,-1.464059,0.929132,-3.883247,0.928445,-1.323202,0.748048,-3.628077,0.900854,-1.550023,-3.590731,0.901020,-1.331574,-3.555698,0.894952,-1.451847,-3.899597,0.930069,-1.464059,-3.883247,0.928445,-1.323202,,,
5150,14.305556,-0.006924,0.073265,-0.037182,0.996595,-3.711448,0.910841,-1.420987,0.000000,-3.627958,0.900998,-1.546834,0.875521,-3.590830,0.900011,-1.328350,0.841325,-3.555693,0.894422,-1.448616,0.881047,-3.899481,0.930560,-1.460999,0.905870,-3.883277,0.928214,-1.320135,0.733984,-3.627958,0.900998,-1.546834,-3.590830,0.900011,-1.328350,-3.555693,0.894422,-1.448616,-3.899481,0.930560,-1.460999,-3.883277,0.928214,-1.320135,,,
5151,14.308333,-0.007343,0.074023,-0.036572,0.996559,-3.711413,0.911670,-1.417676,0.000000,-3.628107,0.901845,-1.543647,0.869924,-3.590637,0.901057,-1.325220,0.877130,-3.555681,0.895429,-1.445537,0.880133,-3.899533,0.931124,-1.457410,0.958980,-3.883106,0.928897,-1.316569,0.757532,-3.628107,0.901845,-1.543647,-3.590637,0.901057,-1.325220,-3.555681,0.895429,-1.445537,-3.899533,0.931124,-1.457410,-3.883106,0.928897,-1.316569,,,
5152,14.311111,-0.008012,0.073835,-0.037704,0.996525,-3.711023,0.911056,-1.413803,0.000000,-3.627695,0.900861,-1.539730,0.870978,-3.590302,0.900323,-1.321290,0.858166,-3.555317,0.894437,-1.441586,0.892451,-3.899087,0.930855,-1.453630,0.915398,-3.882713,0.928806,-1.312780,0.759233,-3.627695,0.900861,-1.539730,-3.590302,0.900323,-1.321290,-3.555317,0.894437,-1.441586,-3.899087,0.930855,-1.453630,-3.882713,0.928806,-1.312780,,,
5153,14.313889,-0.008935,0.073377,-0.036665,0.996590,-3.711128,0.911080,-1.410552,0.000000,-3.627672,0.900853,-1.536392,0.864495,-3.590461,0.900773,-1.317920,0.857661,-3.555362,0.894758,-1.438176,0.879389,-3.899202,0.930393,-1.450569,0.944106,-3.882941,0.928622,-1.309703,0.799313,-3.627672,0.900853,-1.536392,-3.590461,0.900773,-1.317920,-3.555362,0.894758,-1.438176,-3.899202,0.930393,-1.450569,-3.882941,0.928622,-1.309703,,,
5154,14.316667,-0.007785,0.073724,-0.036137,0.996593,-3.711096,0.911621,-1.407019,0.000000,-3.627710,0.901769,-1.532935,0.855592,-3.590363,0.901198,-1.314486,0.849553,-3.555333,0.895502,-1.434779,0.853695,-3.899212,0.930864,-1.446875,0.918700,-3.882862,0.928770,-1.306023,0.736140,-3.627710,0.901769,-1.532935,-3.590363,0.901198,-1.314486,-3.555333,0.895502,-1.434779,-3.899212,0.930864,-1.446875,-3.882862,0.928770,-1.306023,,,
5155,14.319444,-0.005893,0.073321,-0.036304,0.996630,-3.710832,0.911165,-1.403540,0.000000,-3.627331,0.901731,-1.529413,0.864126,-3.590193,0.900325,-1.310933,0.836467,-3.555052,0.895056,-1.431212,0.887385,-3.898898,0.930670,-1.443502,0.937781,-3.882684,0.928043,-1.302644,0.733604,-3.627331,0.901731,-1.529413,-3.590193,0.900325,-1.310933,-3.555052,0.895056,-1.431212,-3.898898,0.930670,-1.443502,-3.882684,0.928043,-1.302644,,,
5156,14.322222,-0.009963,0.073844,-0.037341,0.996521,-3.710798,0.911297,-1.399915,0.000000,-3.627482,0.900703,-1.525816,0.867847,-3.590050,0.901040,-1.307382,0.823762,-3.555080,0.894728,-1.427661,0.881992,-3.898889,0.930753,-1.439784,0.880242,-3.882488,0.929260,-1.298931,0.764298,-3.627482,0.900703,-1.525816,-3.590050,0.901040,-1.307382,-3.555080,0.894728,-1.427661,-3.898889,0.930753,-1.439784,-3.882488,0.929260,-1.298931,,,
5157,14.325000,-0.008385,0.074346,-0.038166,0.996467,-3.710950,0.911877,-1.396461,0.000000,-3.627764,0.901511,-1.522467,0.874565,-3.590141,0.901108,-1.304066,0.849209,-3.555288,0.895099,-1.424394,0.873452,-3.899038,0.931810,-1.436105,0.911779,-3.882518,0.929856,-1.295272,0.733453,-3.627764,0.901511,-1.522467,-3.590141,0.901108,-1.304066,-3.555288,0.895099,-1.424394,-3.899038,0.931810,-1.436105,-3.882518,0.929856,-1.295272,,,
5158,14.327778,0.993762,-0.062343,-0.091575,0.012810,-3.710298,0.911905,-1.392939,0.000000,-3.590591,0.901958,-1.300872,0.891455,-3.626180,0.900683,-1.519611,0.890258,-3.553899,0.896327,-1.417209,0.868825,-3.875522,0.929083,-1.294186,0.938723,-3.905298,0.931475,-1.432817,0.727966,-3.590591,0.901958,-1.300872,-3.626180,0.900683,-1.519611,-3.553899,0.896327,-1.417209,-3.875522,0.929083,-1.294186,-3.905298,0.931475,-1.432817,,,
5159,14.330556,0.993685,-0.062965,-0.092169,0.011384,-3.710366,0.911687,-1.389258,0.000000,-3.590582,0.901300,-1.297340,0.831525,-3.626392,0.900690,-1.516045,0.864707,-3.554015,0.895939,-1.413728,0.859205,-3.875465,0.928840,-1.290292,0.922119,-3.905375,0.931664,-1.428885,0.722621,-3.590582,0.901300,-1.297340,-3.626392,0.900690,-1.516045,-3.554015,0.895939,-1.413728,-3.875465,0.928840,-1.290292,-3.905375,0.931664,-1.428885,,,
5160,14.333333,0.010413,-0.074157,0.037322,-0.996494,-3.710576,0.911454,-1.385829,0.000000,-3.627342,0.900759,-1.511777,0.892032,-3.589766,0.901289,-1.293368,0.879306,-3.554874,0.894876,-1.413664,0.881924,-3.898695,0.930857,-1.425591,0.938269,-3.882201,0.929489,-1.284748,0.703312,-3.627342,0.900759,-1.511777,-3.589766,0.901289,-1.293368,-3.554874,0.894876,-1.413664,-3.898695,0.930857,-1.425591,-3.882201,0.929489,-1.284748,,,
5161,14.336111,0.010561,-0.073657,0.036174,-0.996571,-3.710346,0.911582,-1.382756,0.000000,-3.626965,0.901060,-1.508621,0.906909,-3.589603,0.901713,-1.290175,0.836246,-3.554579,0.895362,-1.410436,0.888808,-3.898470,0.930542,-1.422704,0.929242,-3.882111,0.929234,-1.281844,0.677904,-3.626965,0.901060,-1.508621,-3.589603,0.901713,-1.290175,-3.554579,0.895362,-1.410436,-3.898470,0.930542,-1.422704,-3.882111,0.929234,-1.281844,,,
5162,14.338889,0.005645,-0.074169,0.038734,-0.996477,-3.710004,0.911374,-1.378842,0.000000,-3.626761,0.901556,-1.504855,0.870394,-3.589265,0.899925,-1.286438,0.911568,-3.554352,0.894507,-1.406776,0.895783,-3.898038,0.931809,-1.418486,0.946398,-3.881603,0.929074,-1.277656,0.780321,-3.626761,0.901556,-1.504855,-3.589265,0.899925,-1.286438,-3.554352,0.894507,-1.406776,-3.898038,0.931809,-1.418486,-3.881603,0.929074,-1.277656,,,
5163,14.341667,0.007863,-0.073892,0.038055,-0.996509,-3.709999,0.911283,-1.375337,0.000000,-3.626691,0.901059,-1.501275,0.889381,-3.589276,0.900438,-1.282838,0.878754,-3.554308,0.894558,-1.403139,0.896489,-3.898052,0.931228,-1.415140,0.962177,-3.881666,0.929132,-1.274293,0.757891,-3.626691,0.901059,-1.501275,-3.589276,0.900438,-1.282838,-3.554308,0.894558,-1.403139,-3.898052,0.931228,-1.415140,-3.881666,0.929132,-1.274293,,,
5164,14.344444,0.006787,-0.073758,0.036938,-0.996569,-3.709719,0.911592,-1.372122,0.000000,-3.626348,0.901830,-1.498055,0.883892,-3.589005,0.900785,-1.279607,0.859616,-3.553984,0.895253,-1.399909,0.868418,-3.897800,0.931238,-1.411943,0.925135,-3.881457,0.928852,-1.271096,0.732351,-3.626348,0.901830,-1.498055,-3.589005,0.900785,-1.279607,-3.553984,0.895253,-1.399909,-3.897800,0.931238,-1.411943,-3.881457,0.928852,-1.271096,,,
5165,14.347222,0.005069,-0.074212,0.037655,-0.996519,-3.709533,0.911468,-1.368492,0.000000,-3.626276,0.901987,-1.494521,0.877896,-3.588766,0.900147,-1.276108,0.903499,-3.553848,0.894959,-1.396455,0.889289,-3.897611,0.931565,-1.408101,0.961566,-3.881163,0.928679,-1.267275,0.766108,-3.626276,0.901987,-1.494521,-3.588766,0.900147,-1.276108,-3.553848,0.894959,-1.396455,-3.897611,0.931565,-1.408101,-3.881163,0.928679,-1.267275,,,
5166,14.350000,0.009291,-0.073617,0.036703,-0.996568,-3.709457,0.911265,-1.364666,0.000000,-3.626066,0.900948,-1.490541,0.861459,-3.588744,0.901019,-1.272087,0.866418,-3.553706,0.894920,-1.392357,0.876117,-3.897551,0.930556,-1.404601,0.918748,-3.881219,0.928883,-1.263742,0.747970,-3.626066,0.900948,-1.490541,-3.588743,0.901019,-1.272087,-3.553706,0.894920,-1.392357,-3.897551,0.930556,-1.404601,-3.881219,0.928883,-1.263742,,,
5167,14.352778,0.006620,-0.075172,0.037418,-0.996446,-3.709386,0.912015,-1.361557,0.000000,-3.626380,0.902215,-1.487728,0.839563,-3.588423,0.901053,-1.269387,0.844366,-3.553747,0.895530,-1.389789,0.874267,-3.897559,0.931866,-1.400841,0.940920,-3.880821,0.929411,-1.260041,0.766752,-3.626380,0.902215,-1.487728,-3.588423,0.901053,-1.269387,-3.553747,0.895530,-1.389789,-3.897559,0.931866,-1.400841,-3.880821,0.929411,-1.260041,,,
5168,14.355556,0.007228,-0.074755,0.036967,-0.996490,-3.709195,0.911949,-1.358013,0.000000,-3.626080,0.902084,-1.484107,0.898222,-3.588294,0.901216,-1.265735,0.902175,-3.553517,0.895586,-1.386104,0.894942,-3.897356,0.931566,-1.397469,0.951429,-3.880727,0.929293,-1.256653,0.765919,-3.626080,0.902084,-1.484107,-3.588294,0.901216,-1.265735,-3.553517,0.895586,-1.386104,-3.897356,0.931566,-1.397469,-3.880727,0.929293,-1.256653,,,
5169,14.358333,0.008686,-0.074289,0.036731,-0.996522,-3.708958,0.911989,-1.354313,0.000000,-3.625732,0.901816,-1.480309,0.883924,-3.588125,0.901608,-1.261905,0.855890,-3.553246,0.895653,-1.382228,0.893176,-3.897100,0.931360,-1.393980,0.908990,-3.880585,0.929508,-1.253144,0.741179,-3.625732,0.901816,-1.480309,-3.588125,0.901608,-1.261905,-3.553246,0.895653,-1.382228,-3.897100,0.931360,-1.393980,-3.880585,0.929508,-1.253144,,,
5170,14.361111,0.007483,-0.074909,0.036508,-0.996494,-3.708883,0.911866,-1.350794,0.000000,-3.625801,0.902026,-1.476911,0.881036,-3.587941,0.901287,-1.258552,0.819947,-3.553199,0.895639,-1.378929,0.897159,-3.897076,0.931287,-1.390196,0.933415,-3.880398,0.929090,-1.249384,0.760212,-3.625801,0.902026,-1.476911,-3.587942,0.901287,-1.258552,-3.553199,0.895639,-1.378929,-3.897076,0.931287,-1.390196,-3.880398,0.929090,-1.249384,,,
5171,14.363889,0.008338,-0.074354,0.035115,-0.996579,-3.708812,0.911865,-1.347400,0.000000,-3.625570,0.902074,-1.473416,0.868560,-3.587936,0.901780,-1.255016,0.879975,-3.553052,0.896049,-1.375349,0.880566,-3.897020,0.930676,-1.387026,0.936498,-3.880482,0.928744,-1.246194,0.765867,-3.625570,0.902074,-1.473416,-3.587936,0.901780,-1.255016,-3.553052,0.896049,-1.375349,-3.897020,0.930676,-1.387026,-3.880482,0.928744,-1.246194,,,
5172,14.366667,0.006339,-0.074510,0.038824,-0.996444,-3.708758,0.911658,-1.343479,0.000000,-3.625609,0.901660,-1.469540,0.864386,-3.587952,0.900325,-1.251148,0.878163,-3.553128,0.894740,-1.371505,0.900929,-3.896820,0.932054,-1.383012,0.919396,-3.880281,0.929510,-1.242190,0.760847,-3.625609,0.901660,-1.469540,-3.587952,0.900325,-1.251148,-3.553128,0.894740,-1.371505,-3.896820,0.932054,-1.383012,-3.880281,0.929510,-1.242190,,,
5173,14.369444,0.009293,-0.074699,0.036707,-0.996487,-3.708877,0.911572,-1.340203,0.000000,-3.625759,0.901262,-1.466259,0.897470,-3.587963,0.901316,-1.247887,0.858586,-3.553187,0.895224,-1.368233,0.887794,-3.897056,0.930872,-1.379729,0.929627,-3.880419,0.929188,-1.238906,0.769186,-3.625759,0.901262,-1.466259,-3.587963,0.901316,-1.247887,-3.553187,0.895224,-1.368233,-3.897056,0.930872,-1.379729,-3.880419,0.929188,-1.238906,,,
5174,14.372222,0.009457,-0.075032,0.036867,-0.996455,-3.708741,0.911695,-1.336486,0.000000,-3.625711,0.901318,-1.462595,0.855880,-3.587767,0.901432,-1.244249,0.835297,-3.553075,0.895290,-1.364617,0.868863,-3.896941,0.931039,-1.375891,0.921432,-3.880208,0.929396,-1.235079,0.741257,-3.625711,0.901318,-1.462595,-3.587767,0.901432,-1.244249,-3.553075,0.895290,-1.364617,-3.896941,0.931039,-1.375891,-3.880208,0.929396,-1.235079,,,
5175,14.375000,0.007830,-0.075170,0.036811,-0.996460,-3.708814,0.912286,-1.332802,0.000000,-3.625806,0.902310,-1.458958,0.860258,-3.587828,0.901706,-1.240618,0.869355,-3.553154,0.895952,-1.361011,0.894908,-3.897018,0.931784,-1.372115,0.919417,-3.880264,0.929679,-1.231311,0.754909,-3.625806,0.902310,-1.458958,-3.587828,0.901706,-1.240618,-3.553154,0.895952,-1.361011,-3.897018,0.931784,-1.372115,-3.880264,0.929679,-1.231311,,,
5176,14.377778,0.009344,-0.074514,0.036441,-0.996510,-3.708688,0.911374,-1.329401,0.000000,-3.625519,0.901099,-1.455426,0.860258,-3.587802,0.901190,-1.237041,0.869355,-3.552979,0.895108,-1.357374,0.894908,-3.896863,0.930568,-1.368997,0.919417,-3.880276,0.928904,-1.228168,0.754909,-3.625519,0.901099,-1.455426,-3.587802,0.901190,-1.237041,-3.552979,0.895108,-1.357374,-3.896863,0.930568,-1.368997,-3.880276,0.928904,-1.228168,,,
5177,14.380556,0.009392,-0.074831,0.035961,-0.996503,-3.708721,0.912361,-1.325824,0.000000,-3.625623,0.902165,-1.451903,0.865895,-3.587766,0.902293,-1.233542,0.816084,-3.553014,0.896244,-1.353897,0.880040,-3.896940,0.931375,-1.365299,0.916516,-3.880260,0.929727,-1.224480,0.732675,-3.625623,0.902165,-1.451903,-3.587766,0.902293,-1.233542,-3.553014,0.896244,-1.353897,-3.896940,0.931375,-1.365299,-3.880260,0.929727,-1.224480,,,
5178,14.383333,0.010314,-0.074767,0.034920,-0.996536,-3.708537,0.912144,-1.322426,0.000000,-3.625411,0.901920,-1.448484,0.870722,-3.587564,0.902499,-1.230122,0.875570,-3.552794,0.896324,-1.350465,0.897301,-3.896796,0.930675,-1.361941,0.904248,-3.880120,0.929301,-1.221119,0.763260,-3.625411,0.901920,-1.448484,-3.587564,0.902499,-1.230122,-3.552794,0.896324,-1.350465,-3.896796,0.930675,-1.361941,-3.880120,0.929301,-1.221119,,,
5179,14.386111,0.010683,-0.074887,0.036160,-0.996479,-3.708366,0.912390,-1.318568,0.000000,-3.625297,0.901850,-1.444637,0.883404,-3.587394,0.902536,-1.226284,0.879540,-3.552669,0.896168,-1.346631,0.904477,-3.896590,0.931341,-1.358053,0.932570,-3.879882,0.930055,-1.217234,0.776352,-3.625297,0.901850,-1.444637,-3.587394,0.902536,-1.226284,-3.552669,0.896168,-1.346631,-3.896590,0.931341,-1.358053,-3.879882,0.930055,-1.217234,,,
5180,14.388889,0.009282,-0.075381,0.035685,-0.996473,-3.708406,0.912432,-1.315275,0.000000,-3.625442,0.902318,-1.441448,0.894692,-3.587345,0.902400,-1.223129,0.842922,-3.552722,0.896405,-1.343524,0.905397,-3.896678,0.931360,-1.354537,0.911462,-3.879843,0.929679,-1.213738,0.757249,-3.625442,0.902318,-1.441448,-3.587345,0.902400,-1.223129,-3.552722,0.896405,-1.343524,-3.896678,0.931360,-1.354537,-3.879843,0.929679,-1.213738,,,
5181,14.391667,0.009796,-0.074150,0.036291,-0.996538,-3.708042,0.912569,-1.311503,0.000000,-3.624781,0.902211,-1.437461,0.883025,-3.587216,0.902513,-1.219050,0.853373,-3.552307,0.896335,-1.339353,0.912815,-3.896197,0.931657,-1.351247,0.898038,-3.879707,0.930126,-1.210404,0.743278,-3.624781,0.902211,-1.437461,-3.587216,0.902513,-1.219050,-3.552307,0.896335,-1.339353,-3.896197,0.931657,-1.351247,-3.879707,0.930126,-1.210404,,,
5182,14.394444,0.008647,-0.075552,0.037272,-0.996408,-3.708066,0.912411,-1.308077,0.000000,-3.625170,0.902156,-1.434284,0.862230,-3.587012,0.901887,-1.215975,0.855049,-3.552443,0.895904,-1.336387,0.891158,-3.896286,0.931995,-1.347268,0.896440,-3.879418,0.930112,-1.206474,0.740335,-3.625170,0.902156,-1.434284,-3.587012,0.901887,-1.215975,-3.552443,0.895904,-1.336387,-3.896286,0.931995,-1.347268,-3.879418,0.930112,-1.206474,,,
5183,14.397222,0.009991,-0.074591,0.037842,-0.996446,-3.707970,0.912045,-1.304643,0.000000,-3.624853,0.901357,-1.430668,0.889672,-3.587095,0.901672,-1.212290,0.836074,-3.552311,0.895316,-1.332620,0.924341,-3.896101,0.931689,-1.344234,0.891137,-3.879492,0.930190,-1.203405,0.783565,-3.624853,0.901357,-1.430668,-3.587095,0.901672,-1.212290,-3.552311,0.895316,-1.332620,-3.896101,0.931689,-1.344234,-3.879492,0.930190,-1.203405,,,
5184,14.400000,0.008997,-0.074888,0.036090,-0.996498,-3.707893,0.912449,-1.301212,0.000000,-3.624809,0.902324,-1.427306,0.866352,-3.586933,0.902271,-1.208948,0.866868,-3.552194,0.896304,-1.329311,0.880090,-3.896109,0.931553,-1.340656,0.917891,-3.879418,0.929791,-1.199840,0.747582,-3.624809,0.902324,-1.427306,-3.586933,0.902271,-1.208948,-3.552193,0.896304,-1.329311,-3.896109,0.931553,-1.340656,-3.879418,0.929791,-1.199840,,,
5185,14.402778,0.008657,-0.076028,0.036125,-0.996413,-3.707850,0.912457,-1.297789,0.000000,-3.625053,0.902415,-1.424078,0.867614,-3.586684,0.902192,-1.205806,0.819806,-3.552217,0.896310,-1.326251,0.908708,-3.896152,0.931619,-1.336793,0.892797,-3.879143,0.929748,-1.196017,0.708047,-3.625053,0.902415,-1.424077,-3.586684,0.902192,-1.205806,-3.552217,0.896310,-1.326251,-3.896152,0.931619,-1.336793,-3.879143,0.929748,-1.196017,,,
